album,album_date,photo_count,bucket,reason,matched_post_id,matched_post_title,containment,date_delta_days,marker,needs_review_subtype
Elliott Brood,2017-10-02,21,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),67693,Photos of Elliott Brood at The Commodore Ballroom in Vancouver,1.00,0,none,no-marker-match
"Empire of the Sun at The Orpheum Theatre, October 22, 2013.",2013-10-29,11,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18244,"Empire of the Sun at The Orpheum Theatre, October 22, 2013",1.00,7,none,no-marker-match
"Fitz & the Tantrums at the Commodore, 6/25/14",2014-06-27,21,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),66224,Fitz & the Tantrums at the Commodore,1.00,10,fbcdn,date-off-repeat
Future,2017-06-11,19,NEEDS_REVIEW,strong title but date off 1728d (likely different-year show),3190,The Future is Now,1.00,1728,none,date-off-repeat
Gary Numan - Oct 1 - Vogue Theatre,2018-10-03,13,NEEDS_REVIEW,"partial match (containment 0.67, 4 tokens) - confirm",67586,Photos: Gary Numan @ The Vogue Theatre,0.67,0,oauth,partial-match
Gogol Bordello,2018-02-21,77,NEEDS_REVIEW,strong title but date off 819d (likely different-year show),66310,Gogol Bordello at the Commodore Ballroom,1.00,819,fbcdn,date-off-repeat
Gramatik,2015-04-26,10,NEEDS_REVIEW,strong title but date off 527d (likely different-year show),66332,Gramatik w/ heRobust & EXMAG,1.00,527,none,date-off-repeat
"Greg Drummond at Port Moody Inlet Theatre, 05/02/14",2014-05-08,12,NEEDS_REVIEW,strong title but date off 68d (likely different-year show),66340,Greg Drummond at Port Moody Inlet Theatre,1.00,68,fbcdn,date-off-repeat
Haram and Qalandar,2014-07-27,17,NEEDS_REVIEW,strong title but date off 16d (likely different-year show),66366,Haram and Qalandar at Fox Theatre,1.00,16,fbcdn,date-off-repeat
Harpoonist and the Axe Murderer,2017-04-27,33,NEEDS_REVIEW,strong title but date off 570d (likely different-year show),67857,Photos: The Harpoonist & The Axe Murderer @�Fox Cabaret,1.00,570,jig2;fbcdn,date-off-repeat
Headstones,2017-11-12,15,NEEDS_REVIEW,strong title but date off 378d (likely different-year show),66376,Headstones | The Picture Of Health Tour�2018,1.00,378,jig2;fbcdn,date-off-repeat
Hozier,2014-10-21,8,NEEDS_REVIEW,strong title but date off 13d (likely different-year show),66459,Hozier at The Commodore Ballroom,1.00,13,fbcdn,date-off-repeat
In The Whale @ The Rickshaw Theatre,2018-07-07,16,NEEDS_REVIEW,strong title but date off 941d (likely different-year show),67233,Nashville Pussy with In the Whale at the Rickshaw Theatre,1.00,941,jig2;fbcdn,date-off-repeat
"Islands at The Media Club, September 21, 2013.",2013-09-25,7,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18240,"Islands at The Media Club, September 21, 2013",1.00,4,none,no-marker-match
Jack Johnson,2017-07-24,35,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),66769,Jack Johnson gives Vancouver the perfect soundtrack to a summer day,1.00,0,none,no-marker-match
Jack White,2014-08-31,7,NEEDS_REVIEW,strong title but date off 84d (likely different-year show),66771,Jack White �Lazaretto� Video,1.00,84,none,date-off-repeat
James Vincent McMorrow,2015-02-27,5,NEEDS_REVIEW,strong title but date off 12d (likely different-year show),66781,James Vincent McMorrow at The Vogue Theatre,1.00,12,fbcdn,date-off-repeat
"Jonathan Richman at the Biltmore Cabaret, 06/04/14",2014-06-06,9,NEEDS_REVIEW,strong title but date off 206d (likely different-year show),66827,Jonathan Richman at the Biltmore Cabaret,1.00,206,fbcdn,date-off-repeat
Judah & The Lion,2018-02-25,13,NEEDS_REVIEW,strong title but date off 608d (likely different-year show),66835,Judah & the Lion teach the Orpheum how to have some fun,1.00,608,none,date-off-repeat
"Julia Holter, Nedelle Torrisi & Hannah Epperson at The Biltmore",2013-09-21,30,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18237,"Julia Holter, Nedelle Torrisi & Hannah Epperson at The Biltmore",1.00,5,none,no-marker-match
July Talk,2017-09-21,73,NEEDS_REVIEW,strong title but date off 298d (likely different-year show),66846,July Talk and Vancouver listens,1.00,298,none,date-off-repeat
"Keloha Music + Arts Festival, July 11-13, 2014",2014-07-16,47,NEEDS_REVIEW,strong title but date off 31d (likely different-year show),66869,"Keloha Music + Arts Festival, July 11-13, 2014",1.00,31,fbcdn,date-off-repeat
Kiesza,2015-04-21,10,NEEDS_REVIEW,strong title but date off 233d (likely different-year show),66877,Kiesza at The Commodore Ballroom,1.00,233,fbcdn,date-off-repeat
"Kubla Khan, Chimpanzebras, + More at the Railway Club, 04/04/14",2014-04-08,18,NEEDS_REVIEW,strong title but date off 8d (likely different-year show),66961,"Kubla Khan, Chimpanzebras, + More at the Railway Club",1.00,8,fbcdn,date-off-repeat
"Lee Fields & the Expressions at the Imperial, 7/3/14",2014-07-04,20,NEEDS_REVIEW,"partial match (containment 0.75, 3 tokens) - confirm",1452,Photos: Lee Fields & The Expressions | Rio Theatre,0.75,1990,jig2,partial-match
Levitation Vancouver - Day 2 (Malkin Bowl),2015-06-10,32,NEEDS_REVIEW,strong title but date off 134d (likely different-year show),67014,Levitation Vancouver � Day 2 (Malkin Bowl),1.00,134,fbcdn,date-off-repeat
Levitation Vancouver - Day 3 (Malkin Bowl),2015-06-10,33,NEEDS_REVIEW,strong title but date off 142d (likely different-year show),67016,Levitation Vancouver � Day 3 (Malkin Bowl),1.00,142,fbcdn,date-off-repeat
Levitation Vancouver - Day 3 (Rickshaw Theatre),2015-06-10,6,NEEDS_REVIEW,strong title but date off 149d (likely different-year show),67017,Levitation Vancouver � Day 3 (Rickshaw Theatre),1.00,149,fbcdn,date-off-repeat
Logic,2015-02-07,20,NEEDS_REVIEW,strong title but date off 15d (likely different-year show),67057,Logic at Vogue Theatre,1.00,15,fbcdn,date-off-repeat
"Lord Huron, Cayucas",2015-04-18,13,NEEDS_REVIEW,strong title but date off 236d (likely different-year show),67066,Lord Huron and Cayucas at The Vogue Theatre,1.00,236,fbcdn,date-off-repeat
"Lynyrd Skynyrd, Whiskey Myers",2015-03-21,26,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",67646,Photos:�Lynyrd Skynyrd |�Abbotsford Centre,0.50,1462,jig2,partial-match
Mac DeMarco,2015-04-27,14,NEEDS_REVIEW,strong title but date off 300d (likely different-year show),67085,Mac DeMarco: Mumbles and Jokes,1.00,300,none,date-off-repeat
"Mac DeMarco, Dinner",2015-04-25,18,NEEDS_REVIEW,strong title but date off 25d (likely different-year show),67084,Mac DeMarco and Dinner at The Vogue Theatre,1.00,25,fbcdn,date-off-repeat
"Maniac, Dead Soft, and Wimps",2014-09-13,21,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",65430,"Dead Soft, War Baby, and MALK at the Rickshaw Theatre",0.50,491,jig2;fbcdn,partial-match
"Matt Mays & Adam Baldwin at The Imperial, November 12, 2013.",2013-11-21,8,NEEDS_REVIEW,strong title but date off 9d (likely different-year show),18247,"Matt Mays & Adam Baldwin at The Imperial, November 12, 2013",1.00,9,none,date-off-repeat
"Me & Mae and Gastown Royals at the Roxy, 6/22/14",2014-06-23,16,NEEDS_REVIEW,strong title but date off 8d (likely different-year show),67095,Me & Mae and Gastown Royals at the Roxy,1.00,8,fbcdn,date-off-repeat
Melt Banada,2016-05-06,18,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",67756,"Photos of The Melvins, Napalm Death, and Melt Banana",0.50,0,fbcdn,partial-match
Metallica - World Wired Tour 2017 w/ Avenged Sevenfold & Gojira,2017-08-21,254,NEEDS_REVIEW,"partial match (containment 0.67, 4 tokens) - confirm",67156,Metallica WorldWired Tour with Avenged Sevenfold and Gojira,0.67,0,jig2;fbcdn,partial-match
"Ministry, the SixxiS",2015-06-13,16,NEEDS_REVIEW,strong title but date off 53d (likely different-year show),67184,"Ministry, the SixxiS at The Vogue Theatre",1.00,53,fbcdn,date-off-repeat
Miranda Lambert,2017-10-02,26,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),67187,Miranda Lambert entertains All Kinds of Kinds in Vancouver,1.00,0,none,no-marker-match
Mobile uploads,2017-08-27,11,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",68657,Tim Hortons Jumps on the Mobile Payments Bandwagon,0.50,1190,none,partial-match
New Forms Festival '14,2014-09-25,19,NEEDS_REVIEW,"partial match (containment 0.75, 3 tokens) - confirm",3174,New Forms Festival 2012,0.75,741,none,partial-match
"New Order with Run Run Run at Queen Elizabeth Theatre, 7/8/14",2014-07-10,16,NEEDS_REVIEW,"partial match (containment 0.50, 3 tokens) - confirm",67872,Photos: The Shins @ The Queen Elizabeth Theatre,0.50,1053,jig2;fbcdn,partial-match
"Next Music from Tokyo Vol. 6 at the Biltmore Cabaret, 05/21/14",2014-05-23,14,NEEDS_REVIEW,strong title but date off 21d (likely different-year show),67259,Next Music from Tokyo Vol. 6 at the Biltmore Cabaret,1.00,21,fbcdn,date-off-repeat
NICK LOWE'S QUALITY ROCK & ROLL REVUE STARRING LOS STRAITJACKETS,2018-10-13,16,NEEDS_REVIEW,"partial match (containment 0.20, 2 tokens) - confirm",6193,Rock'n'Roll Karma,0.20,2072,none,partial-match
Odesza,2017-11-05,15,NEEDS_REVIEW,strong title but date off 730d (likely different-year show),66375,Headphone World: Odesza�s �In Return�,1.00,730,none,date-off-repeat
OLD MAN WINTER FEB. 2018,2018-02-25,1,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",67310,Old Man Markley at the Biltmore Cabaret,0.50,1351,oauth,partial-match
OMD - Orchestral Manoeuvres in the Dark,2018-03-26,28,NEEDS_REVIEW,"partial match (containment 0.75, 3 tokens) - confirm",67777,Photos:�Orchestral Manoeuvres in the Dark @�The Commodore Ballroom,0.75,0,jig2;fbcdn,partial-match
Our Lady Peace & Matthew Good Tour Accross Canada 2018,2018-04-03,40,NEEDS_REVIEW,"partial match (containment 0.57, 4 tokens) - confirm",67778,Photos: Our Lady Peace & Mathew Good�@ The Abbotsford Centre,0.57,2,jig2;fbcdn,partial-match
Passenger,2015-09-10,6,NEEDS_REVIEW,strong title but date off 31d (likely different-year show),67428,Passenger at the Orpheum Theatre,1.00,31,fbcdn,date-off-repeat
Passenger,2014-09-09,9,NEEDS_REVIEW,strong title but date off 397d (likely different-year show),67428,Passenger at the Orpheum Theatre,1.00,397,fbcdn,date-off-repeat
Passion Pit,2018-01-28,18,NEEDS_REVIEW,strong title but date off 1805d (likely different-year show),6448,"Passion Pit ""Carried Away""",1.00,1805,none,date-off-repeat
Paul Simon / Homeward Bound Farewell Tour 2018 @ Rogers Arena,2018-05-18,16,NEEDS_REVIEW,"partial match (containment 0.71, 5 tokens) - confirm",67441,Paul Simon kicks off �Homeward Bound� farewell tour in VanCity,0.71,0,none,partial-match
"Peter Murphy with Ringo Deathstarr at the Rickshaw, 6/27/14",2014-06-29,13,NEEDS_REVIEW,strong title but date off 8d (likely different-year show),67459,Peter Murphy with Ringo Deathstarr at the Rickshaw,1.00,8,fbcdn,date-off-repeat
Peter Murphy | 40 years of Bauhaus | Vogue Theatre,2019-01-21,12,NEEDS_REVIEW,strong title but date off 1659d (likely different-year show),67459,Peter Murphy with Ringo Deathstarr at the Rickshaw,1.00,1659,fbcdn,date-off-repeat
"Petunia & the Vipers with Headwater at the Imperial, 05/24/14",2014-05-27,18,NEEDS_REVIEW,strong title but date off 81d (likely different-year show),67462,Petunia & the Vipers with Headwater at the Imperial,1.00,81,fbcdn,date-off-repeat
"Petunia & the Vipers, Miss Quincy and the Showdown",2015-02-07,13,NEEDS_REVIEW,strong title but date off 15d (likely different-year show),67463,"Petunia & the Vipers, Miss Quincy and the Showdown",1.00,15,fbcdn,date-off-repeat
"Phantogram at The Commodore Ballroom, October 15, 2013.",2013-10-20,12,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18215,"Phantogram at The Commodore Ballroom, October 15, 2013",1.00,5,none,no-marker-match
Photo Highlights: Vancouver Folk Festival 2018 // day 3,2018-07-17,31,NEEDS_REVIEW,strong title but date off 1449d (likely different-year show),68811,Vancouver Folk Music Festival � Day 3,0.80,1449,fbcdn,date-off-repeat
Photos,2013-02-24,320,NEEDS_REVIEW,"partial match (containment 1.00, 1 tokens) - confirm",69197,The Year in Photos � 2014,1.00,669,none,partial-match
Photos: Arkells | Pacific Colisuem | VANCOUVER WEEKLY,2019-02-04,26,NEEDS_REVIEW,strong title but date off 1098d (likely different-year show),67747,Photos of the Arkells at the Commodore Ballroom,1.00,1098,jig2;fbcdn,date-off-repeat
Photos: Lord Huron | Pacific Coliseum | VANCOUVER WEEKLY,2019-02-04,13,NEEDS_REVIEW,strong title but date off 1152d (likely different-year show),67066,Lord Huron and Cayucas at The Vogue Theatre,1.00,1152,fbcdn,date-off-repeat
"Photos: Mother Mother | Orpheum | Feb. 7, 2019",2019-02-09,23,NEEDS_REVIEW,strong title but date off 1518d (likely different-year show),67213,"Mother Mother, USS at Orpheum",1.00,1518,jig2;fbcdn,date-off-repeat
Profile pictures,2012-02-27,6,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",66847,July Talk pictures love at Vancouver�s Malkin Bowl,0.50,2030,none,partial-match
"Punch Brothers, Gabriel Kahane",2015-03-26,17,NEEDS_REVIEW,strong title but date off 11d (likely different-year show),67997,Punch Brothers and Gabriel Kahane at The Vogue Theatre,1.00,11,fbcdn,date-off-repeat
"Purity Ring, BRAIDS, Born Gold",2015-06-16,21,NEEDS_REVIEW,strong title but date off 26d (likely different-year show),67998,"Purity Ring, BRAIDS, Born Gold at The Vogue Theatre",1.00,26,fbcdn,date-off-repeat
"Quasi & Blues Control at The Biltmore Cabaret, November 21, 2013.",2013-11-29,11,NEEDS_REVIEW,strong title but date off 8d (likely different-year show),68039,"Quasi & Blues Control at The Biltmore Cabaret, November 21, 2013",1.00,8,jig2;fbcdn,date-off-repeat
Queens Of The Stone Age,2018-01-27,34,NEEDS_REVIEW,strong title but date off 1723d (likely different-year show),7755,"Queens of the Stone Age ""I Appear Missing""",1.00,1723,none,date-off-repeat
REEL BIG FISH | LIFE SUCKSâ¦LETâS DANCE! TOUR,2019-01-21,15,NEEDS_REVIEW,strong title but date off 708d (likely different-year show),67731,Photos of Reel Big Fish and Anti-Flag with BALLYHOO! at The Commodore,1.00,708,jig2;fbcdn,date-off-repeat
"Reignwolf, No Sinner",2014-12-30,16,NEEDS_REVIEW,strong title but date off 11d (likely different-year show),68081,"Reignwolf, No Sinner at VENUE",1.00,11,oauth,date-off-repeat
Rifflandia  Music Festival 2017 - Highlights,2017-09-26,109,NEEDS_REVIEW,strong title but date off 733d (likely different-year show),67473,"Photo highlights of Rifflandia Music Festival 2015, part one",1.00,733,oauth,date-off-repeat
Rifflandia Festival 2013 - Day Four,2013-09-17,29,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18234,Rifflandia Festival 2013 - Day Four,1.00,2,none,no-marker-match
Rifflandia Festival 2013 - Day One,2013-09-16,12,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18224,Rifflandia Festival 2013 - Day One,1.00,4,none,no-marker-match
Rifflandia Festival 2013 - Day Three,2013-09-17,32,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18231,Rifflandia Festival 2013 - Day Three,1.00,3,none,no-marker-match
Rifflandia Festival 2013 - Day Two,2013-09-16,27,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18228,Rifflandia Festival 2013 - Day Two,1.00,3,none,no-marker-match
Rifflandia Music Festival,2014-09-18,88,NEEDS_REVIEW,strong title but date off 9d (likely different-year show),68127,Rifflandia Music Festival,1.00,9,fbcdn,date-off-repeat
"Rock Ambleside Park 2018 Saturday, August 18",2018-08-19,40,NEEDS_REVIEW,"partial match (containment 0.50, 3 tokens) - confirm",67806,"Photos: Rock Ambleside Park 2018 , Day 2",0.50,0,oauth,partial-match
Rod Stewart,2018-04-12,33,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",68307,Sir Rod rocks Rogers,0.50,0,none,partial-match
Sam Smith,2014-09-25,8,NEEDS_REVIEW,strong title but date off 131d (likely different-year show),68171,Sam Smith,1.00,131,none,date-off-repeat
"Shakey Graves, Rayland Baxter, EsmÃ© Patterson",2014-11-18,17,NEEDS_REVIEW,strong title but date off 104d (likely different-year show),68259,"Shakey Graves, Rayland Baxter, Esm� Patterson at Imperial Vancouver",1.00,104,fbcdn,date-off-repeat
Skinny Puppy at the Commodore Ballroom,2014-12-17,14,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),68314,Skinny Puppy at the Commodore Ballroom,1.00,10,fbcdn,date-off-repeat
"Skookum Festival Day 1 // Little Crow, Delhi 2 Dubllin, Chromeo",2018-09-08,25,NEEDS_REVIEW,"partial match (containment 0.40, 4 tokens) - confirm",67823,Photos: Skookum Festival // Day 2,0.40,1,jig2;fbcdn,partial-match
Slash with Myles Kennedy and the Conspiracies,2015-10-14,4,NEEDS_REVIEW,"partial match (containment 0.75, 3 tokens) - confirm",68321,Slash featuring Myles Kennedy and the Conspirators,0.75,421,jig2;fbcdn,partial-match
Sleep,2015-02-12,9,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),68325,Sleep at Commodore Ballroom,1.00,10,fbcdn,date-off-repeat
Slipknot,2015-08-25,12,NEEDS_REVIEW,strong title but date off 48d (likely different-year show),68328,Slipknot at Rogers Arena,1.00,48,fbcdn,date-off-repeat
Sneak Peak at The David Foster Foundation 30th Ann. Red Carpet,2017-10-22,6,NEEDS_REVIEW,"partial match (containment 0.67, 6 tokens) - confirm",68831,Vancouver rolls out the red carpet for the David Foster Foundation 30th Anniversary Miracle Gala,0.67,1,none,partial-match
"SonReal at the Imperial, 6/21/14",2014-06-23,13,NEEDS_REVIEW,strong title but date off 13d (likely different-year show),68347,SonReal at the Imperial,1.00,13,fbcdn,date-off-repeat
Squamish Valley Music Festival,2014-08-19,64,NEEDS_REVIEW,strong title but date off 374d (likely different-year show),18218,Squamish Valley Music Festival 2013,1.00,374,none,date-off-repeat
Squamish Valley Music Festival 2013,2013-08-31,7,NEEDS_REVIEW,strong title but date off 21d (likely different-year show),18218,Squamish Valley Music Festival 2013,1.00,21,none,date-off-repeat
Squamish Valley Music Festival 2015,2015-08-12,25,NEEDS_REVIEW,strong title but date off 732d (likely different-year show),18218,Squamish Valley Music Festival 2013,1.00,732,none,date-off-repeat
St. Lucia,2014-11-03,10,NEEDS_REVIEW,strong title but date off 54d (likely different-year show),68361,St. Lucia at The Commodore Ballroom,1.00,54,fbcdn,date-off-repeat
"Stars, Hey Rosetta!",2015-03-02,22,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),68369,Stars and Hey Rosetta! at The Vogue Theatre,1.00,10,jig2;fbcdn,date-off-repeat
Steel Panther ( Night one ),2018-03-17,13,NEEDS_REVIEW,"partial match (containment 0.67, 2 tokens) - confirm",67739,Photos of Steel Panther at The Commodore Ballroom,0.67,417,oauth,partial-match
"STEVE JR at the Biltmore Cabaret, 7/9/14",2014-07-10,7,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",68983,Willhorse at The Biltmore Cabaret,0.50,71,fbcdn,partial-match
"Strung Out, Masked Intruder",2015-04-13,20,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",67798,"Photos: Reverend Horton Heat, Strung Out and Larry & His Flask in Vancouver",0.50,882,jig2;fbcdn,partial-match
"Tech N9ne at The Commodore Ballroom, August 28, 2013",2013-08-31,12,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),18221,"Tech N9ne at The Commodore Ballroom, August 28, 2013",1.00,3,none,no-marker-match
"Testament W/ special guests Sepultura  / May 10, 2017",2017-05-19,64,NEEDS_REVIEW,"partial match (containment 0.50, 2 tokens) - confirm",67840,Photos: Testament with special guests Sepultura at The Commodore,0.50,9,jig2;fbcdn,partial-match
The Airborne Toxic Event,2014-10-25,17,NEEDS_REVIEW,strong title but date off 19d (likely different-year show),65518,The Airborne Toxic Event at The Commodore Ballroom,1.00,19,fbcdn,date-off-repeat
The Fighter And The Kid - LIVE,2017-01-21,19,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),68515,The Fighter & The Kid,1.00,3,none,no-marker-match
"The Gay Nineties, JPNSGRLS",2015-02-28,24,NEEDS_REVIEW,strong title but date off 11d (likely different-year show),66281,"The Gay Nineties, JPNSGRLS",1.00,11,fbcdn,date-off-repeat
The Kills,2014-10-27,13,NEEDS_REVIEW,strong title but date off 17d (likely different-year show),66879,The Kills at The Commodore Ballroom,1.00,17,fbcdn,date-off-repeat
The Kills at The Commodore Ballroom,2016-06-02,23,NEEDS_REVIEW,strong title but date off 567d (likely different-year show),66879,The Kills at The Commodore Ballroom,1.00,567,fbcdn,date-off-repeat
The Simpsons Brothers,2014-08-10,9,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",65448,A band of brothers,0.50,1542,none,partial-match
The Struts,2015-11-10,16,NEEDS_REVIEW,strong title but date off 367d (likely different-year show),67836,Photos Of The Struts at The Imperial in Vancouver,1.00,367,oauth,date-off-repeat
The Tallest Man on Earth,2015-08-24,10,NEEDS_REVIEW,strong title but date off 48d (likely different-year show),68593,The Tallest Man on Earth at the Orpheum Theatre,1.00,48,fbcdn,date-off-repeat
"The White Buffalo, Spencer Burton",2015-03-25,10,NEEDS_REVIEW,strong title but date off 12d (likely different-year show),68613,The White Buffalo and Spencer Burton at The Biltmore Cabaret,1.00,12,fbcdn,date-off-repeat
"Tift Merritt, GLS, Wintersleep, Andrew Bird at VFMF - Day 1",2014-07-19,51,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),68652,"Tift Merritt, GLS, Wintersleep, Andrew Bird at VFMF � Day 1",1.00,10,fbcdn,date-off-repeat
"Tokyo Police Club, the Pack A.D., Said the Whale",2014-11-16,24,NEEDS_REVIEW,strong title but date off 15d (likely different-year show),68670,"Tokyo Police Club, the Pack A.D., Said the Whale at The Commodore Ballroom",1.00,15,none,date-off-repeat
Tom Lee Music New Store Media Event,2017-06-03,125,NEEDS_REVIEW,"partial match (containment 0.57, 4 tokens) - confirm",68327,Slick new Tom Lee Music opens,0.57,0,jig2;fbcdn,partial-match
Tom Petty & The Heartbreakers,2014-08-15,14,NEEDS_REVIEW,strong title but date off 1102d (likely different-year show),68673,Tom Petty and the Heartbreakers celebrate 40 years of rock god status,1.00,1102,none,date-off-repeat
Tool,2017-06-16,14,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),68677,Tool tightens grip on Vancouver,1.00,4,none,no-marker-match
Truck Stop Concert Series,2017-08-21,80,NEEDS_REVIEW,strong title but date off 705d (likely different-year show),67891,Photos: Truck Stop Concert Series 2019 | Red Truck Brewery,1.00,705,jig2,date-off-repeat
Twenty-One Pilots,2015-12-11,15,NEEDS_REVIEW,strong title but date off 417d (likely different-year show),68730,Twenty One Pilots at The Rio Theatre,1.00,417,fbcdn,date-off-repeat
Tycho - Levitation,2016-06-21,9,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",65412,25 Photos of Fidlar at Levitation Vancouver,0.50,1,jig2;fbcdn,partial-match
U2 The Joshua Tree Tour 2017,2017-05-15,29,NEEDS_REVIEW,strong title + in-window but NO marker (already fine / empty stub / matched a review),68744,U2 stuns Vancouver with opening night of The Joshua Tree tour,1.00,1,none,no-marker-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,2016-10-31,4,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,1571,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Untitled album,,0,NEEDS_REVIEW,"partial match (containment 0.50, 1 tokens) - confirm",62898,METZ � Album Review,0.50,,none,partial-match
Vancouver Folk Fest Day 2,2014-07-20,120,NEEDS_REVIEW,strong title but date off 9d (likely different-year show),68800,"Vancouver Folk Fest Day 2 � Wagons, Jay Malinowski and the Deadcoast, Foy Vance, Karine Polwart, Alejandro Escoveda and The Sensitive Boys, Born Ruffians, Noura Mint Seymali�",1.00,9,fbcdn,date-off-repeat
"Vancouver Folk Festival July 13, 2017 ( Opening night )",2017-07-14,48,NEEDS_REVIEW,"partial match (containment 0.60, 3 tokens) - confirm",67760,Photos of The Vancouver Folk Festival opening night,0.60,0,jig2;fbcdn,partial-match
Vancouver Folk Music Festival - Day 1,2016-07-16,28,NEEDS_REVIEW,strong title but date off 718d (likely different-year show),68808,Vancouver Folk Music Festival � Day 1,1.00,718,fbcdn,date-off-repeat
Vancouver Folk Music Festival - Day 1,2018-07-15,7,NEEDS_REVIEW,strong title but date off 1447d (likely different-year show),68808,Vancouver Folk Music Festival � Day 1,1.00,1447,fbcdn,date-off-repeat
Vancouver Folk Music Festival - Day 1,2014-07-19,37,NEEDS_REVIEW,strong title but date off 10d (likely different-year show),68808,Vancouver Folk Music Festival � Day 1,1.00,10,fbcdn,date-off-repeat
Vancouver Folk Music Festival - Day 2,2014-07-20,50,NEEDS_REVIEW,strong title but date off 1457d (likely different-year show),67903,Photos: Vancouver Folk Music Festival Day 2,1.00,1457,jig2;fbcdn,date-off-repeat
"Viet Cong, Freak Heat Waves",2015-03-29,15,NEEDS_REVIEW,"partial match (containment 0.60, 3 tokens) - confirm",66265,"Freak Heat Waves announce Canadian tour, release �Design of Success� video",0.60,91,none,partial-match
"Wacken Metal Battle Canada at Red Room Ultra Bar, March 19, 2014",2014-03-21,17,NEEDS_REVIEW,strong title but date off 148d (likely different-year show),68893,Wacken Metal Battle Canada at Red Room Ultra Bar,0.80,148,fbcdn,date-off-repeat
Walk the Moon,2015-03-23,16,NEEDS_REVIEW,strong title but date off 14d (likely different-year show),68897,Walk the Moon at Commodore Ballroom,1.00,14,fbcdn,date-off-repeat
"War Baby, Dead Soft, and Colin Cowan",2015-01-19,27,NEEDS_REVIEW,strong title but date off 26d (likely different-year show),68899,"War Baby, Dead Soft, and Colin Cowan at Rickshaw Theatre",1.00,26,fbcdn,date-off-repeat
Waxahatchee,2015-05-03,8,NEEDS_REVIEW,strong title but date off 523d (likely different-year show),68911,Waxahatchee & Swearin�,1.00,523,none,date-off-repeat
"White Ash Falls at the Biltmore, 6/21/14",2014-06-23,16,NEEDS_REVIEW,strong title but date off 8d (likely different-year show),68947,White Ash Falls & Friends at the Biltmore,1.00,8,fbcdn,date-off-repeat
Willhorse and JP Maurice,2014-08-10,17,NEEDS_REVIEW,"partial match (containment 0.67, 2 tokens) - confirm",68345,"SONGS OF TOM PETTY with JP MAURICE, ROLLA OLAK, THE WOLD NORTH, JOHNNY 99, JENNY RITTER and more!",0.67,40,none,partial-match
